trial_num,randomise_blocks,randomise_trials,display,cars_encoding_sentence,cars_test_question,cars_pic_a,cars_pic_b,cars_pic_c,cars_pic_d,cars_test_answer,cars_pretest,cook_encoding_sentence,cook_test_question,cook_pic_a,cook_pic_b,cook_pic_c,cook_pic_d,cook_test_answer,cook_pretest,dino_encoding_sentence,dino_test_question,dino_pic_a,dino_pic_b,dino_pic_c,dino_pic_d,dino_test_answer,dino_pretest,gems_encoding_sentence,gems_test_question,gems_pic_a,gems_pic_b,gems_pic_c,gems_pic_d,gems_test_answer,gems_pretest,arms_encoding_sentence,arms_test_question,arms_pic_a,arms_pic_b,arms_pic_c,arms_pic_d,arms_test_answer,arms_pretest,musi_encoding_sentence,musi_test_question,musi_pic_a,musi_pic_b,musi_pic_c,musi_pic_d,musi_test_answer,musi_pretest
22,3,,test,"Hot-wiring a car is only feasible in cars made before the 1990s. Modern cars use an electronic part called an immobilizer to prevent starting the ignition without the key (or key fob). The immobilizer receives a radio frequency code from the car key, and only allows the ignition to start if the key's code matches the code stored in the immobilizer system.",What auto part protects a car's ignition from being hot-wired?,cars22a.jpg,cars22b.jpg,cars29b.jpeg,cars29a.jpeg,immobilizer,FALSE,"Used in Algeria, Morocco, and Tunisia, the tagine is a cooking vessel composed of a flat circular plate covered with a cone-shaped lid, made from glazed, decorated clay. Like ""casserole,"" the tagine refers to both the food being served, in this case usually slow-cooked stew, and the vessel used to cook it.",What clay vessel is used in parts of North Africa to cook eponymous stews?,cook22a.jpeg,cook22b.jpeg,cook14a.jpeg,cook14b.jpeg,tagine,FALSE,"Though it is no longer seen as a proper taxonomic order, dinosaurs are still divided into two groups based on their pelvic structure. The ""bird-hipped"" Ornithischia had hips superficially like modern birds', while ""lizard-hipped"" Saurischia more resembled other modern reptiles. Unlike modern bipedal birds and quadrupedal lizards, both dinosaur groups had bipedal and quadrupedal members. Confusingly, modern birds are descended from Saurischia, and not from the relatedly-named Ornithischia.",Birds are descended from which hip-defined sub-group of dinosaurs?,dino22a.png,dino22b.png,dino30b.png,dino30a.png,saurischia,FALSE,"A gemstone's luster is its appearance when reflecting light. Luster alone cannot be used to identify gems, because luster varies depending on how the stone is cut/polished. However, some stones do have a characteristic luster. For example, the brilliant and shiny look of a cut diamond defines an adamantine luster, named after the Latin word for diamond.","While luster typically cannot identify gems, the look of a cut diamond defines what type of luster?",gems22a.jpeg,gems22b.jpeg,gems9a.png,gems9b.png,adamantine,FALSE,"The blades of large swords can become quite heavy. The pommel is a counterweight, usually spherical, on the end of a sword grip that helps to balance out the sword. While swords from cultures the world over have pommels of different styles, the modern English term ""pommel"" comes from the early French for ""little apple"", likely from the Normans who used such swords to conquer England in 1066.",What counterweight on the end of a sword hilt balances the heft of the blade?,arms22a.jpeg,arms22b.jpeg,arms19a.jpeg,arms19b.png,pommel,FALSE,"Historically, bells for music and for mass communication have been cast with from a special bronze formula with 20% tin and 80% copper. In addition, different cultures have blended different metals into their bells for sound quality and symbolic significance. For example, Russian Orthodox church bells are distinguished from other religious bells by the inclusion of silver in the bell metal.",Russian Orthodox church bells are traditionally cast from a mix of bronze and what metal?,musi22a.jpg,musi22b.jpg,musi28b.png,musi28a.png,silver,FALSE
23,3,,test,"Sometimes the wheels in a car need to spin at different speeds. For example, when turning, the inside wheel ideally should spin more slowly than the outside wheel. A differential in the middle of an axle allows the left and right wheels to spin at different speeds, even though the engine is delivering a set amount of torque to the axle.",What part allows a car's wheels to turn at different speeds?,cars23a.jpeg,cars23b.jpeg,cars18a.jpeg,cars18b.jpeg,differential,TRUE,"The toque is the culinary world's term for the tall, white hat worn by a chef. While they often vary in style, ranging from poofy and relaxed to stiff and pleated, they are a staple accessory worn by chefs since the 1820s. Culinary lore says that the number of pleats in the toque counts the number of cooking techniques that a chef has mastered.",What is the technical term for a chef's hat?,cook23a.jpeg,cook23b.jpeg,cook18a.jpeg,cook18b.jpeg,toque,FALSE,"Saurischian dinosaurs are generally divided again into two subgroups of herbivorous, long-necked Sauropoda, or ""lizard feet"", and mostly carnivorous Theropoda, or ""beast feet"". The first fully documented sauropod, the early Jurassic Cetiosaurus, was unearthed by paleontologist Richard Owen in England in 1842. Because it appeared so unusual, Owen believed it to be a huge crocodile-like marine reptile, so he named it Cetiosaurus, or ""whale lizard"".",What long-necked sauropod was originally believed to be an aquatic crocodile-like reptile when it was first discovered?,dino23a.png,dino23b.png,dino16a.png,dino16b.png,Cetiosaurus,TRUE,"Some stones may reflect a variety of colors because of light interference within the gem's crystal structure. For example, opals are prized for their iridescence, reflecting a rainbow of colors within a single stone. A different form of light interference, called a schiller, occurs in stones like moonstone, where light appears to shimmer just beneath the surface of the stone.",What form of light interference looks like light is shimmering beneath the surface of a gemstone?,gems23a.jpeg,gems23b.jpeg,gems15a.jpeg,gems15b.jpeg,schiller,FALSE,"The tang is the section of a sword blade continuing inside the hilt. On most medieval swords, the metal of the tang is thinner than that of the blade, providing support for the blade while allowing the hilt to be lighter to grasp. European sword tangs usually ran through the hilt all the way to the pommel, while Japanese sword tangs tended to stop short of the end of the hilt.",What is the section of a metal sword blade that continues into the hilt?,arms23a.png,arms23b.jpeg,arms17a.jpeg,arms17b.jpeg,tang,FALSE,"Mbira are a family of instruments, often known colloquially in the US as thumb pianos, originating before 1000 CE with the Shona people in modern-day Zimbabwe. Their sound comes from a series of metal tines resonating against a sound box when plucked. Mbira are tuned in an ergonomic pattern, with the longest tines playing the lowest notes at the center and higher notes going out toward the sides.",What instrument from modern-day Zimbabwe is informally also known as the thumb piano?,musi23a.jpeg,musi23b.jpeg,musi40b.png,musi40a.png,mbira,FALSE
24,3,,test,"Springs of various kinds are a key part of vehicle suspensions. A leaf spring is a ""leaf-shaped"" arc of metal attached to the car's axle and body that flexes as the car moves. Leaf springs were first used on horse-drawn carriages in the 1750s. While less common in most cars today, leaf springs are still used on trucks and heavy-duty vehicles.",What suspension spring was first used in 18th century horse-drawn carriages?,cars24a.jpeg,cars24b.png,cars2a.jpeg,cars2b.jpeg,leaf spring,FALSE,"Marie-Antoine Careme, at one time the personal chef of the French diplomat Talleyrand, is considered by historians to be the Western world's first celebrity chef. Trained as a pastry chef, he published bestselling cookbooks on sweet and savory French haute cuisine, including the five-volume book The Art of 19th Century French Cooking.",Which 19th century French pastry chef and cookbook author is considered one of the first celebrity chefs?,cook24a.jpeg,cook24b.jpeg,cook25b.jpeg,cook25a.jpeg,Marie-Antoine Careme,FALSE,"Known as an ""egg thief,"" Oviraptor was a small carnivorous theropod with no teeth and a stumpy beak, similar to the skull of a parrot. Oviraptor, and the family Oviraptoridae to which it belongs, were originally named because the first Oviraptor specimen was discovered atop a clutch of eggs. Paleontologists believed that it had seized upon a Protoceratops nest to eat the eggs, perhaps with its specialized beak.",The Oviraptor's distinct skull resembles that of which modern animal?,dino24a.jpeg,dino24b.jpeg,dino6a.jpeg,dino6b.jpeg,parrot,FALSE,"Some gems can phosphoresce, or glow in the dark, after being exposed to ultraviolet light. This property relies on the presence of certain heavy metal atoms that can be excited by UV rays, so different colors of the same gemstone may show varying levels of phosphorescence depending on what element gives those gems their color. For example, blue diamonds like the Hope Diamond, but not other colored diamonds, glow red after exposure to UV.",Blue diamonds like the Hope Diamond glow what color after being exposed to ultraviolet light?,gems24a.jpeg,gems24b.jpeg,gems17a.png,gems17b.jpeg,red,FALSE,"Some of the most highly prized swords of antiquity were watered steel blades, forged in modern-day India from as early as 400 BCE and exported throughout Asia and Europe. Watered steel was called ""Damascus"" steel by medieval Europeans, perhaps not from the Syrian city but instead from ""damas"", the Arabic word for ""watered"". Watered steel was named for characteristic dark ribbon-like bands on the surface that resemble ripples of water.","Watered steel, prized for sword blades since 400 BCE, was alternatively named for what city?",arms24a.jpeg,arms24b.jpeg,arms8a.jpeg,arms8b.jpeg,Damascus,FALSE,"Thai classical music is often played by a special percussion and wind ensemble called a piphat. Piphat music features the ranat ek, a wooden xylophone whose bars are strung on ropes. The ropes are suspended above the sound box underneath, allowing the bars of the ranat ek to hang down in a boat-like shape.",What Thai xylophone has bars suspended on ropes in a boat-like shape?,musi24a.png,musi24b.png,musi31b.jpeg,musi31a.jpeg,ranat ek,FALSE
25,3,,test,"The MacPherson strut is a common modern front-wheel suspension system. Designed by GM engineer Earle MacPherson in 1947, the MacPherson strut has a shock absorber inside a coil spring, mounted with two arms connecting the wheel to the car's chassis. This triangular design provides good support at low manufacturing cost, making it a popular choice for everyday cars.",What is the most common front suspension system in modern passenger cars?,cars25a.jpeg,cars25b.jpeg,cars13a.jpeg,cars13b.jpeg,MacPherson strut,FALSE,"Manti, small flour dumplings filled with spiced ground meat, are common across many cuisines of central and western Asia. They may have spread through the continent with the expanding Mongol Empire. Turkish manti are typically boiled or baked, while farther east, in Kazakh and Uzbek cooking, manti are usually steamed.",What small dumplings are traditionally eaten across central and western Asia?,cook25a.jpeg,cook25b.jpeg,cook12a.jpeg,cook12b.jpeg,manti,FALSE,"Several fossils of Citipati, another member of the family Oviraptoridae, have been found in the Gobi Desert in modern-day Mongolia. One of these specimens was found clearly guarding a nest full of its eggs, suggesting that its relative, Oviraptor, had been wrongly accused of egg theft and was indeed caring for its own nest. That Citipati specimen, nicknamed ""Big Mama,"" now resides at the American Museum of Natural History in Manhattan.",A fossil of Citipati guarding its nest at the American Museum of Natural History is best known by what nickname?,dino25a.png,dino25b.png,dino11a.jpeg,dino11b.jpeg,Big Mama,TRUE,"The color of some gemstones can be altered by treating the stones with heat. For stones that may be mined in a variety of colors, stones of a less desirable color may be heated to yield a more valuable color. For example, citrine, or golden-colored quartz, is very rare in nature. Most commercially available citrine is still quartz, but specifically purple amethyst that has been heat-treated to a yellow-orange color.","Most ""citrine"" sold today is not naturally occurring, but is instead a heat-treated version of what other gemstone?",gems25a.jpeg,gems25b.png,gems28b.jpeg,gems28a.jpeg,amethyst,FALSE,"""Scimitar"" describes a whole family of central Asian single-edged swords with curved blades dating from as early as the 9th century CE. However, the term ""scimitar"" likely derives from the Persian shamshir, or ""lion's fang"", a specific sword in the scimitar family with a wide hilt guard and strongly curved blade,.","The English term ""scimitar"" likely derives from the name of what specific Persian sword?",arms25a.png,arms25b.jpeg,arms20a.png,arms20b.png,shamshir,TRUE,"One of the first recorded keyboard instruments was the ancient Greek hydraulis, a water-powered pipe organ. It is believed to have been invented in the 3rd century BCE by Ctesibius of Alexandria, who may have been attempting to invent a method to sound multiple panflutes at once. Its technical complexity made it an expensive instrument restrained to the theater and the homes of wealthy Greeks.",What ancient Greek pipe organ was one of the first recorded keyboard instruments?,musi25a.png,musi25b.png,musi10a.png,musi10b.png,hydraulis,FALSE
26,3,,test,"""New car smell"" is composed of many volatile organic compounds that are released from the car's interior in a process known as ""outgassing"". Some of these chemicals include ethyl benzene and formaldehyde, and can cause headaches, dizziness, or cancer at high exposure levels.","What process leaks chemicals from car parts and releases ""new car smell""?",cars26a.jpeg,cars26b.jpeg,cars4a.png,cars4b.png,outgassing,FALSE,"Available from October to April, celeriac is a knobby, brown root vegetable that tastes like a cross between celery and parsley. The rather ugly vegetable ranges in size from that of an apple to a small cantaloupe, and is also known as knob celery and turnip-rooted celery. When cooked, it makes a great addition to soups and stews. It can also be grated and eaten raw on salads as a source of vitamin B, calcium, and iron.",The taste of celeriac can be described as a cross between celery and which herb?,cook26a.jpeg,cook26b.jpeg,cook16a.jpeg,cook16b.png,parsley,FALSE,"Struthiosaurus was the smallest of the nodosaur family at a length of 6.5 ft/2 m, and is thus thought to have lived on islands or other isolated habitats with limited food resources. Nodosaurs were closely related to better-known ankylosaurs, but nodosaurs lacked the bony club at the end of the tail characteristic of their ankylosaur cousins. Struthiosaurus in particular was very lightly armored, but still had the bony plates on its back common to both dinosaur families.","Struthiosaurus belonged to which dinosaur family closely related to ankylosaurs, but lacking a club at the end of the tail?",dino26a.png,dino26b.png,dino13a.jpeg,dino13b.jpeg,nodosaurs,FALSE,"Some soft and porous gemstones can also be dyed to change their surface color. For example, howlite is a soft, chalky white stone often found with dark veins running through. These veins resemble those in the more valuable turquoise, so howlite may easily be dyed blue to imitate turquoise. Most commercially available turquoise is likely dyed howlite instead of the genuine article.","Most ""turquoise"" sold today is a dyed version of what other gemstone?",gems26a.jpeg,gems26b.jpeg,gems27b.jpeg,gems27a.jpeg,howlite,TRUE,"The most famous Japanese sword may be the long katana, but in the Edo period of the 16th and 17th centuries, samurai also carried a second sword, the wakazashi, which was shorter than the katana. The wakazashi was a ""personal"" sword, worn at all times, even inside the house when a katana would be left at the door. Further, samurai used the wakazashi to perform seppuku, or ritual suicide.",What sword did Japanese samurai use to perform ritual suicide?,arms26a.png,arms26b.png,arms21b.jpeg,arms21a.jpeg,wakazashi,FALSE,"Many now-obscure electric instruments were created before truly electronic instruments were developed. One of these was the telharmonium, built by Thaddeus Cahill in the early 1900s, which was effectively a whole room of electrical generators tuned to different pitches. At one point, Cahill constructed a telharmonium in the basement of the Metropolitan Opera House in New York City, with the intent to broadcast its music over telephone lines, but the instrument faded with the advent of the more versatile radio.",What huge 1900s electric instrument was once housed in the basement of the New York Metropolitan Opera House?,musi26a.jpg,musi26b.jpg,musi1a.jpeg,musi1b.jpeg,telharmonium,FALSE
27,3,,test,"Modern cruise control systems use a PID control system to monitor and adjust the throttle to maintain a vehicle's speed. The PID control system monitors not only the vehicle's speed, but also its distance traveled, as well as its acceleration. This allows cruise control to maintain consistent speed not only on flat road, but also uphill or downhill, where more or less gas is needed to maintain speed.",What control system does modern cruise control use to regulate speed?,cars27a.jpeg,cars27b.jpeg,cars8a.jpeg,cars8b.jpeg,PID,FALSE,"Creamy and rich, risotto is a northern Italian rice dish where rice is cooked slowly in broth until thick. Risotto is best made with certain Italian varieties of rice with a particular starch composition. Arborio rice is more easily found in American supermarkets, but carnaroli rice is considered the ""caviar"" of risotto rices, with optimal starch content to yield firm grains of rice in a creamy sauce.","What Italian rice is less common than arborio rice, but makes higher quality risotto?",cook27a.jpeg,cook27b.png,cook37b.jpeg,cook37a.jpeg,carnaroli,FALSE,"The torosaurus, or “bull lizard,” was the largest of the long-frilled Cretaceous dinosaurs. With a 8 ft/2.6 m long skull, the torosaurus has the largest known skull of any land animal. Torosaurus was historically considered a larger relative of Triceratops, but recent research suggests they may in fact be the same species. ""Triceratops"" specimens may actually be young torosaurus.","Triceratops may not have been its own species, but instead the ""teenage"" form of which other dinosaur species?",dino27a.png,dino27b.png,dino22b.png,dino22a.png,Torosaurus,FALSE,"Gems can be cut in a variety of ways to show off their color, clarity, and refractive ""fire"". Most faceted cuts create a distinct top and bottom half of the gem. The crown is the top section of the gem that faces toward the viewer, and the pavilion is the bottom section that sits in the gem setting. While the crown is the main visible section, the pavilion must also be carefully faceted to maximize the gem's appearance.","What term describes the ""bottom"" section of a cut gem?",gems27a.jpeg,gems27b.jpeg,gems30b.jpeg,gems30a.jpeg,pavilion,FALSE,"Japanese swords were as aesthetic as they were dangerous. The hilt guards of katana and wakazashi, called tsuba, were often kept as collector's items independent of the swords they were originally mounted on. They were often decorated with geometric or floral motifs.",What were the ornamental hilt guards of Japanese katana and wakazashi called?,arms27a.jpeg,arms27b.jpeg,arms28b.jpeg,arms28a.jpeg,tsuba,FALSE,"The electronic Hammond organ, invented in 1935, produced sound via a series of small, gear-like metal discs called tonewheels. Each tonewheel was spun by a motor near an electromagnetic coil pickup to produce an organ-like note. The original Hammond organ enjoyed success in churches and jazz clubs until the Hammond company went out of business in 1975, but Hammond organ-style synthesizers are still popular today.",What is the key sound-generating component of a traditional Hammond organ?,musi27a.png,musi27b.jpg,musi14a.png,musi14b.png,tonewheel,FALSE
28,3,,test,"Gasoline contains a mix of hydrocarbons, primarily octane and heptane. Octane is more expensive, but heptane is more likely to ignite unpredictably inside an engine cylinder, producing engine ""knocking"" and reduced power. The octane rating of gasoline measures the octane-heptane ratio. Higher rating gasoline is more expensive, but provides better performance.",The octane rating of gasoline measures its performance as a ratio of octane to what other chemical?,cars28a.jpeg,cars28b.jpeg,cars21b.jpeg,cars21a.jpeg,heptane,FALSE,"Neither sweet, nor a type of bread, sweetbreads are animal glands, coming from the thymus and pancreas of livestock mammals. The most favored sweetbreads are taken from milk-fed calves. These perishable animal products must first be soaked in acidulated water to remove the outer membrane before cooking.",Sweetbreads are harvested from an animal's pancreas and which other gland?,cook28a.jpeg,cook28b.jpeg,cook7a.jpeg,cook7b.jpeg,thymus,FALSE,"Many theropod dinosaurs likely had some type of proto-feathers on most of their bodies. Unfortunately, dinosaurs larger than a foot or two tend to fossilize under conditions that do not preserve feather imprints, making confirmation difficult. However, one species of Velociraptor has been found with quill knobs, or bumps on its forearm bones where ligaments would attach to feathers. This provides evidence of feathers even without fossilized imprints.",Quill knobs found on its forearm bones provide evidence that what dinosaur had feathers?,dino28a.jpeg,dino28b.png,dino26b.png,dino26a.png,Velociraptor,FALSE,"Gem cuts can usually be classified into one of two types: brilliant cuts, producing a round outline with many triangular facets, and step cuts, with a rectangular outline and facets. Brilliant cuts increase the sparkle resulting from light refracted within a gem, while step cuts can show off a gem's clarity and color. As such, brilliant cuts are very common for diamonds, while step cuts are more often used for colored stones like emerald.",Most gem cuts can be classified as either brilliant cut or what rectangular cut?,gems28a.jpeg,gems28b.jpeg,gems24b.jpeg,gems24a.jpeg,step cut,FALSE,"Some of the most expensive pieces of samurai arms were made with a special alloy called shakudo. Shakudo is an alloy of mostly copper and up to 10% gold, treated to form a striking indigo-black patina on the surface of the metal. Because of the gold in the alloy, shakudo was too expensive to use for decorating whole swords, and was more often used for smaller elements like tsuba.",What blackened copper-gold alloy did Edo period Japanese blacksmiths use for high-quality tsuba?,arms28a.jpeg,arms28b.jpeg,arms13a.png,arms13b.png,shakudo,FALSE,"Musical Instrument Digital Interface, or MIDI, is a standard set of digital data formats and physical ports that allow electronic instruments to communicate with each other and with computers. MIDI carries the pitch, rhythm, and timbre of each note between machines, like digitized ""written"" music. In 1981, Ikutaro Kikehashi, the founder of the Roland electronic music company, suggested the standard be called Universal Musical Interface, or UMI, but by 1982 founders from other companies voted to call it MIDI instead.",What acronym was proposed for the digital music standard now known as MIDI?,musi28a.png,musi28b.png,musi36b.jpeg,musi36a.jpeg,UMI,FALSE
29,3,,test,"Some compounds may be added to cheaper, low-octane gasoline to improve performance. In the 1920s, US oil companies began adding tetraethyl lead to produce leaded gasoline. While this additive was clearly toxic to oil refinery workers and the general public, oil company lobbying kept leaded gasoline legal until 1986.",What toxic gasoline additive was common in the US from the 1920s until its ban in 1986?,cars29a.jpeg,cars29b.jpeg,cars7a.jpeg,cars7b.jpeg,tetraethyl lead,FALSE,"A common Japanese deep-frying technique is tempura, where vegetables and seafood are coated in a light batter before frying. Tempura frying was introduced to Japan by Portuguese Catholic missionaries in the 16th century. The name ""tempura"" comes from the Latin term for the holy days when Catholics abstained from meat, eating foods like tempura instead.",Tempura frying was introduced to Japan by missionaries from which country?,cook29a.jpeg,cook29b.jpeg,cook20a.jpeg,cook20b.jpeg,Portugal,FALSE,"Like dinosaurs, flying pterosaurs like the famous Pteranodon were probably not as smooth-skinned as they have been depicted in pop culture. Pterosaurs may have been covered in pycnofibers, thin keratin filaments somewhat similar both to hair and to feathers. Pycnofibers do not seem to share a common evolutionary origin with either mammal fur or dinosaur and bird feathers, but appear to be the result of convergent evolution.",Pterosaurs were most likely covered with what filaments somewhat similar both to feathers and to hair?,dino29a.png,dino29b.jpeg,dino40b.png,dino40a.png,pycnofibers,FALSE,"Many gemstones are not ""solid"", but instead contain inclusions of other crystals, or perhaps bubbles of some other liquid or gas. Certain crystal inclusions increase the beauty (and price) of a gem, but inclusions like gas bubbles are a red flag for synthetic stones, and thus can decrease gem value. Gemologists can inspect gems and their inclusions with a loupe, a small high-powered magnifying glass.",What special magnifying device is used to inspect gems?,gems29a.png,gems29b.jpeg,gems7a.jpeg,gems7b.jpeg,loupe,FALSE,"Armor often serves to intimidate enemies as well as protect against attack. The Japanese samurai helmet, or kabuto, was fastened to an ornamental face mask, called men-yoroi, made of leather and/or iron. The men-yoroi often had decorative elements attached, such as a thick horsehair mustache.",What is the ornamental face mask that attaches to a Japanese samurai helmet?,arms29a.png,arms29b.png,arms9a.jpeg,arms9b.jpeg,men-yoroi,FALSE,"The vocoder was the first musical instrument used to create the ""robot voice"" effect now popular in modern music. The vocoder was originally developed by Bell Labs to encrypt voice messages sent during World War II. By the 1970s the vocoder was eventually co-opted by musicians to make synthesizer tones sound like human speech, and it is now used almost exclusively as a musical instrument.",What musical instrument was developed to send coded messages during World War II?,musi29a.jpg,musi29b.jpg,musi24b.png,musi24a.png,vocoder,FALSE
30,3,,test,"Modern cars come standard with brakes on all four wheels. In 1922, Rickenbacker Motors was the first company to offer four-wheel brakes on mid-priced cars. Rival companies, including Ford, ran smear ads claiming four-wheel brakes were more dangerous than two-wheel brakes, to avoid losing business.",Rickenbacker Motors was the first car manufacturer to offer what now-common feature in 1922?,cars30a.jpeg,cars30b.jpeg,cars40b.jpeg,cars40a.jpeg,four-wheel brakes,FALSE,"In French cooking, mirepoix is a mixture of diced carrots, onions, celery, and herbs that is sauteed in butter. It is often used to season soups, sauces, and stews, or as a bed to braise foods, such as meats or fish. Different versions include a white mirepoix, where carrots are omitted and mushrooms or parsnips are added, or the addition of ham or bacon to the mix.","What French vegetable mix of chopped onions, carrots, and celery is sauteed in butter before being added to soups, stews, or braises?",cook30a.jpeg,cook30b.jpeg,cook40b.jpeg,cook40a.jpeg,mirepoix,FALSE,"During the Late Cretaceous period, the Quetzalcoatlus, likely the largest flying vertebrate of all time, dominated the skies. Measuring up to 16 ft/5 m tall and 500 lb/200 kg, the gigantic pterosaur was reconstructed from fossil fragments found in Big Bend National Park in modern-day Texas. It is speculated that Quetzalcoatlus could glide at a high altitude, possibly covering thousands of miles in one flight.",In what US state have the only known fossil fragments of Quetzalcoatlus been found?,dino30a.png,dino30b.png,dino2a.jpeg,dino2b.jpeg,Texas,FALSE,"Experts are capable of identifying a large number of gemstones simply by using a loupe with 10x magnification strength. Indeed, 10x is the international standard magnification level for grading the clarity of diamonds. 10x magnification is strong enough to see inclusions in most gemstones and thus identify them and determine their quality, without being so strong as to pick up negligibly small flaws.",What is the international standard strength of magnification used for visually grading the clarity of diamonds?,gems30a.jpeg,gems30b.jpeg,gems20a.jpeg,gems20b.jpeg,10,FALSE,"Samurai carried a series of personal care tools in their sword and armor mounting for use off the battlefield. One of these was the kogai, a large hairpin used for putting long hair into a bun. The kogai slipped neatly into a slot on the samurai's katana scabbard for safekeeping when not in use.","What large hairpin, used by samurai to put their hair in a bun, was stored in the katana scabbard when not in use?",arms30a.png,arms30b.png,arms1a.jpeg,arms1b.png,kogai,FALSE,"The Otamatone is an unusual eighth-note-shaped synthesizer invented in 2009 by Japanese artist team Maywa Denki. The Otamatone sounds by squeezing the head of the note to make it ""sing"" an electronic tone, and pressing along the stem of the note to modulate the pitch. It is named for a portmanteau of ""tone"" and the Japanese word for ""tadpole"", for its resemblance both to a tadpole and to a musical note.",The Japanese Otamatone synthesizer is partially named for its resemblance to what creature?,musi30a.png,musi30b.png,musi4a.jpeg,musi4b.jpeg,tadpole,FALSE
31,4,,test,"Modern cars have disc brakes on the front wheels, and drum brakes on the back wheels. Disc brakes are stronger, so they are installed on the front wheels, which bear most of the car's stopping power. However, disc brakes are more expensive to manufacture, so mid-priced cars usually have cheaper drum brakes on the back wheels.",What type of brakes are installed on the front wheels of modern cars?,cars31a.jpeg,cars31b.jpeg,cars26b.jpeg,cars26a.jpeg,disc brakes,FALSE,"A fumet is a concentrated stock made from fish. Traditional fumet is a light-colored stock, so it is only made from white fish, whose bones must be cleaned carefully to avoid imparting dark impurities to the final stock. Additionally, only white or green-colored vegetables are used to flavor the stock.",What light-colored stock is traditionally made from white fish and white or green vegetables?,cook31a.jpeg,cook31b.jpeg,cook6a.png,cook6b.png,fumet,FALSE,"The Archaeopteryx was the first bird to be discovered by humans in fossil form. In 1861, blocks of limestone in Germany were split to reveal an almost-perfect skeleton of the bird, dating from the Late Jurassic period, complete with imprints of the feathers. It is estimated that Archaeopteryx was the size of a modern pigeon, with a long bony tail and a small head.",What modern animal was the Archeopteryx was comparable to in size?,dino31a.jpeg,dino31b.png,dino7a.jpeg,dino7b.jpeg,pigeon,FALSE,"While most gemstones are crystals of a single compound, some are ""solid solutions"" where molecules of two or more compounds form into an intertwined crystal lattice. For example, peridot is a solid solution gemstone, composed of a blend of magnesium silicate and iron silicate. Peridot is usually mostly magnesium silicate, but it can be difficult to measure the exact percentages in a given gem.","What gemstone is not one compound, but a ""solid solution"" of magnesium and iron silicates?",gems31a.png,gems31b.png,gems35b.png,gems35a.jpeg,peridot,FALSE,"Chain mail armor, which dates back as early as the 5th century BCE, was commonly worn in medieval Europe over the neck and body. One piece of a typical suit of mail armor was the aventail, a mail collar attached to the bottom of the helmet that hung over and protected the chin, neck, and shoulders.","What medieval chain mail collar protected the chin, neck, and shoulders?",arms31a.png,arms31b.png,arms3a.png,arms3b.png,aventail,FALSE,"The ancient Greek aulos was a double-piped reed instrument that likely sounded like a modern bagpipe. The aulos' two pipes were of different lengths and were played simultaneously, one with each hand. Aulos players are often depicted in Greek art with a horse halter-like strap holding the instrument to their mouth, suggesting that the aulos took so much force to blow into that a halter was necessary to hold it in place.",What ancient Greek reed instrument is often depicted with a strap holding it to the player's face?,musi31a.jpeg,musi31b.jpeg,musi9a.png,musi9b.png,aulos,FALSE
32,4,,test,"Hydraulic brake systems use brake fluid to transmit force from your foot to the brakes. Brakes get very hot, so brake fluid must have a high boiling point so it can stay liquid and keep working properly. The US Department of Transportation classifies brake fluid according to chemical makeup and boiling point. Most passenger cars use DOT 3 brake fluid, while higher performance cars may use DOT 4 fluid.",What automotive fluid is named according to its Department of Transportation classification?,cars32a.jpeg,cars32b.jpeg,cars35b.jpeg,cars35a.jpeg,brake fluid,FALSE,"Skordalia is a Greek dip, similar to hummus, made from garlic blended with a starchy base, usually pureed cooked potatoes. It is often served as a side dish, but can also be used as a dip for bread or raw vegetables. For an extra crunch, skordalia can be made with breadcrumbs or ground nuts in addition to the traditional ingredients.","What Greek garlic dip is similar to hummus, but made primarily with potatoes?",cook32a.jpeg,cook32b.jpeg,cook27b.png,cook27a.jpeg,skordalia,FALSE,"The Hesperornis regalis was a flightless bird living in the Late Cretaceous period in what is today Kansas. Not only could it not fly, it totally lacked wings. Instead, it used its large feet to propel itself through water with kicking motions that allowed it to chase prey underwater. While fairly graceful in water, the bird would have likely been rather clumsy on land.",What common body part did the Hesperornis regalis lack?,dino32a.jpeg,dino32b.jpeg,dino14a.png,dino14b.png,wings,FALSE,"Solid solution crystals can separate, in a process called exsolution, if their temperature cools. Exsolution occurs as the over-sized ions of a solution are forced out when the cooling crystal contracts, causing the crystal to unmix. For example, moonstone is made of thin layers of albite and orthoclase feldspar. They form a solid solution inside the earth, but at surface temperatures they separate into interleaved layers of crystals, giving moonstone its iridescent effect.",The characteristic layers in what gemstone are formed from the exsolution of albite and orthoclase?,gems32a.png,gems32b.jpeg,gems8a.jpeg,gems8b.jpeg,moonstone,FALSE,"A medieval knight's largest item of mail armor was a knee-length mail shirt, or hauberk. To cushion the body against additional blunt trauma, a knight would wear a padded shirt called a gambesonunder his hauberk. Poorer foot soldiers might wear a gambeson alone, which provided some protection, though not as much as additional chain mail would.",What chain mail shirt was a medieval knight's largest piece of armor?,arms32a.png,arms32b.png,arms18a.png,arms18b.png,hauberk,TRUE,"The duduk is an Armenian double reed instrument played since at least the fifth century CE. It is traditionally made from apricot wood, with a sound similar to that of an English horn. While distinctly Armenian, the duduk features quite frequently in soundtracks for Western films and TV, like Gladiator and Game of Thrones, for its otherworldly tone.",What Armenian woodwind instrument is traditionally made with apricot wood?,musi32a.jpeg,musi32b.png,musi34b.png,musi34a.png,duduk,TRUE
